,IC objective incomplete beta
115,0.0024514607683036177
116,0.0024514607701845506
117,0.0024514607626263977
118,0.0024514607065699336
119,0.0024514607700592767
120,0.0024514607701845506
121,0.002451460769939044
122,0.0024514607701845506
123,0.0024514607701845506
124,0.0024513997174122728
125,0.0024514603768390217
126,0.0024514607700592767
127,0.0024514607701845506
128,0.0024514607377450048
129,0.0024514607701845506
130,0.0024514607701845506
131,0.0024514607701845506
132,0.0024514607701845506
133,0.0024513648856325804
134,0.0024514607701845506
135,0.0024514607683460837
136,0.0024514607701845506
137,0.0024514607701845506
138,0.0024514607664175175
139,0.0024514607701845506
140,0.0024514607699853887
141,0.0024514607701845506
142,0.0024514607701845506
143,0.0024514607701845506
144,0.0024514607573177406
145,0.0024514607701845506
146,0.0024514607701845506
147,0.0024514607701845506
148,0.0024512762641402093
149,0.002451431972341157
150,0.0024514607121710634
151,0.0024514607701845506
152,0.002451376017037398
153,0.0024514604592910556
154,0.0024514607701845506
155,0.0024514607701845506
156,0.0024514394174944168
157,0.0024514607701845506
158,0.0024514602718277495
159,0.0024514607701845506
160,0.0024514607700592767
161,0.0024514607701845506
162,0.0024514607701845506
163,0.0024514607701845506
164,0.0024514607701845506
165,0.0024514593241326084
166,0.0024514227402283664
167,0.0024514607701845506
168,0.0024514607701845506
169,0.0024514607701845506
170,0.002451460769234968
171,0.0024514607701845506
172,0.0024514386451659365
173,0.0024514607701845506
174,0.0024514607701845506
175,0.0024514607701845506
176,0.0024514607701845506
177,0.0024512803233099805
178,0.002451460770157465
179,0.002451413957857961
180,0.0024514607701845506
181,0.0024514607703470517
182,0.0024514607701794193
183,0.0024514607525090008
184,0.0024514607701845506
185,0.0024514607701845506
186,0.0024514607701845506
187,0.0024399064700781764
188,0.0024514607701845506
189,0.0024514607695881783
190,0.0024514607701845506
191,0.002451460769798712
192,0.0024514607042704236
193,0.002451460768965948
194,0.0024514606486235936
195,0.002451460728880338
196,0.0024514607701845506
197,0.0024514607701845506
198,0.0024514607701845506
199,0.0024514607700753207
200,0.0024514607701845506
201,0.0024514607703470517
202,0.0024514607700500163
203,0.0024514607701845506
204,0.0024512430398645896
205,0.002451460760927336
206,0.0024514607701845506
207,0.0024514607701845506
208,0.0024514607701845506
209,0.0024514607701845506
210,0.0024514607646575195
211,0.0024514607701845506
212,0.0024514607701845506
213,0.002451460770032725
214,0.0024514607676276302
215,0.002451407804373095
216,0.002451460148638304
217,0.0024514607701845506
218,0.0024514607703470517
219,0.0024514606335502105
220,0.0024514602307538283
221,0.0024514607701845506
222,0.0024514607701845506
223,0.0024514607701845506
224,0.002451460094139486
225,0.0024514607701845506
226,0.002451460735956148
227,0.0024514607684459557
228,0.002451460358086731
229,0.002451460746482492
230,0.0024514241552133433
231,0.0024514607701845506
232,0.0024514526576760254
233,0.0024469029193879507
234,0.00245145873178035
235,0.0024514607701845506
236,0.0024514467104809513
237,0.0024514607692598736
238,0.002451460770157465
239,0.002451460689474803
240,0.0024514607701845506
241,0.002451460765352615
242,0.0024514607701845506
243,0.0024514607701845506
244,0.002451421131721811
245,0.0024514441074916767
246,0.0024514607701845506
247,0.0024514607701845506
248,0.002451460770157465
249,0.002451460770157465
250,0.002451460190319314
251,0.0024514607701845506
252,0.0024514607302346322
253,0.0024514607701845506
254,0.002451460701086869
255,0.0024514607701845506
256,0.0024514602333625376
257,0.0024514607701845506
258,0.0024514607701845506
259,0.0024514607701845506
260,0.0024514533592880712
261,0.0024514607701845506
262,0.0024514607701845506
263,0.0024514607701845506
264,0.0024514607396162315
265,0.002451460740507856
266,0.002451459205646071
267,0.0024514607701845506
268,0.0024514607701845506
269,0.0024514344991767656
270,0.0024514607701845506
271,0.0024514607607092186
272,0.0024514591597287277
273,0.002438951983011351
274,0.0024514607701845506
275,0.0024514607689516557
276,0.002451460770157465
277,0.002451460701920689
278,0.0024514607701845506
279,0.002451460770157465
280,0.0024513436256207036
281,0.0024514607701845506
282,0.0024514605625733914
283,0.002451458158680966
284,0.0024232370572267988
285,0.0024514607250264433
286,0.0024514607701845506
287,0.002451460770157465
288,0.0024514607701845506
289,0.0024514599090562413
290,0.0024514606581053523
291,0.0024514462970889068
292,0.0024514602293261704
293,0.002451460767725719
294,0.0024514607701845506
295,0.0024514607207498113
296,0.002450570288280932
297,0.0024508727129444884
298,0.002451460769798712
299,0.002451403807869226
300,0.002451460769112467
301,0.0024514603309486746
302,0.0024514607701845506
303,0.0024514603253541684
304,0.0024514607701845506
305,0.0024513755566544834
306,0.0024514607699853887
307,0.0024514607701845506
308,0.002451460770157465
309,0.0024514607694249534
310,0.002451460013957451
311,0.0024514607701845506
312,0.0024440371776452124
313,0.0024514607699381466
314,0.002451460769491329
315,0.002451460769164699
316,0.0024514607701845506
317,0.002451435951686131
318,0.002451428257551444
319,0.002451460750710591
320,0.002451460768686369
321,0.0024513248928544978
322,0.0024514607701845506
323,0.0024514607701845506
324,0.0024514607701845506
325,0.002451237633321825
326,0.002451458825535763
327,0.0024514607701845506
328,0.0024514607701845506
329,0.0024514607701845506
330,0.002451460769939044
331,0.0024514607701845506
332,0.0024514607700753207
333,0.0024514607701845506
334,0.0024514607701845506
335,0.0024514607701845506
336,0.0024514183043232722
337,0.0024514607701794193
338,0.0024514607680403396
339,0.002451460768256873
340,0.0024514607664947964
341,0.0024514604147363424
342,0.002451459826251199
343,0.0024514607637952136
344,0.0024514607701845506
345,0.0024514607701845506
346,0.0024514607691118614
347,0.002451460769491329
348,0.0024513770207833492
349,0.0024514607701845506
350,0.0024514607701794193
351,0.0024514607701845506
352,0.0024514607701845506
353,0.0024376002537743213
354,0.0024514607701845506
355,0.0024514607701794193
356,0.0024514607701845506
357,0.002451460765779923
358,0.0024514597578241546
359,0.002451460770157465
360,0.002451460712682105
361,0.00245146076987758
362,0.0024514607701845506
363,0.0024514607698219804
364,0.0024514607701845506
365,0.0024514607701845506
366,0.0024514607701845506
367,0.0024514607701845506
368,0.002451339018316282
369,0.0024514607703470517
370,0.0024514607701845506
371,0.002451460592845648
372,0.0024514607701845506
373,0.0024514607701845506
374,0.0024514511884921545
375,0.002451440214718008
376,0.0024514607701845506
377,0.002451460711468549
378,0.002451460754469827
379,0.0024514607608846495
380,0.0024514607701845506
381,0.002451452958887493
382,0.0024514603283369613
383,0.0024514607703470517
384,0.0024514607701845506
385,0.0024514140323279895
386,0.0024514555482803794
387,0.002451432912107853
388,0.0024514607701845506
389,0.0024514607309696675
390,0.0024514592479643734
391,0.0024514607701845506
392,0.0024514607701845506
393,0.002451460718975485
394,0.0024514607701845506
395,0.0024514607701794193
396,0.0024514607701845506
397,0.0024514604807728477
398,0.0024514607703470517
399,0.002451460767725719
400,0.0024514607701845506
401,0.002451460770157465
402,0.0024514607701845506
403,0.0024514607701845506
404,0.0024514607039863613
405,0.00245146076987758
406,0.0024514606835616577
407,0.002451460760927336
408,0.0024514607701845506
409,0.0024514607701845506
410,0.0024514607701845506
411,-0.0001417572523144917
412,0.0024514607701845506
413,0.002451460568584883
414,0.002446836017280932
415,0.0024514607414534524
416,0.0024514607703470517
417,0.0024514601354828952
418,0.002451460766083516
419,0.002451460448537844
420,0.002451460742809399
421,0.0024514607701845506
422,0.0024514603780573484
423,0.0024514604095027515
424,0.0024514607701845506
425,0.0024514607701845506
426,0.0024514607701845506
427,0.0024514607701845506
428,0.0024514607691749598
429,0.0024514607701845506
430,0.0024514607698219804
431,0.0024514607203819237
432,0.0024514607703470517
433,0.0024514607701845506
434,0.002451460765352615
435,0.002450829089907021
436,0.0024514607701845506
437,0.002451305783041588
438,0.0024514507726150145
439,0.0024514607701845506
440,0.002451460770032725
441,0.0024514607701845506
442,0.0024514603019103395
443,0.0024514607612271667
444,0.0024514607701845506
445,0.0024514607701845506
446,0.0024514607701845506
447,0.00245145960317737
448,0.0024510327027715325
449,0.0024514607701845506
450,0.0024514607701845506
451,0.0024514607349384746
452,0.00245146076987758
453,0.0024514607675221144
454,0.0024514607701845506
455,0.0024514607701845506
456,0.0024514607701845506
457,0.0024514607701845506
458,0.0024514607701845506
459,0.0024514607700500163
460,0.0024514607651641993
461,0.0024514607701845506
462,0.0024514607701845506
463,0.002451460285769483
464,0.002451352552464558
465,0.0023044836935807445
466,0.002451460770157465
467,0.002451460770157465
468,0.0024514607665965136
469,0.0024514607701845506
470,0.0024514607701845506
471,0.0024514607701845506
472,0.0024514607496011385
473,0.0024514607701845506
474,0.0024514607661045365
475,0.0024514607439639364
476,0.0024514607695881783
477,0.0024514607691118614
478,0.0024514607414277325
479,0.0024514607701845506
480,0.0024514607701845506
481,0.0024514595447000334
482,0.0024514607701845506
483,0.0024514607701845506
484,0.0024514607691118614
485,0.0024514607701845506
486,0.0024514607701845506
487,0.0024514607701845506
488,0.0024514607701845506
489,0.0024514607703470517
490,0.002451444715745381
491,0.0024514607701794193
492,0.0024514607701794193
493,0.0024514607701845506
494,0.0024514607701845506
495,0.0024514607701845506
496,0.0024514607339581624
497,0.0024514607701845506
498,0.0024514607701845506
499,0.0024514607701845506
